center	program	filename	size	date_received
bcm	TCGA	TCGA-19-0963-10A-01W-0609-10_SOLiD.bam	17177637709	2010-02-26
bcm	TCGA	TCGA-19-0963-01B-01W-0609-10_SOLiD.bam	16507482269	2010-02-26
bcm	TCGA	TCGA-16-1062-10A-01W-0609-10_SOLiD.bam	16208755917	2010-02-26
bcm	TCGA	TCGA-16-1062-01A-01W-0609-10_SOLiD.bam	17173511149	2010-02-26
bcm	TCGA	TCGA-16-1060-10A-01W-0609-10_SOLiD.bam	16523818106	2010-02-26
bcm	TCGA	TCGA-16-1060-01A-01W-0609-10_SOLiD.bam	16331687197	2010-02-26
bcm	TCGA	TCGA-16-1056-10A-01W-0609-10_SOLiD.bam	16559618907	2010-02-26
bcm	TCGA	TCGA-16-1056-01B-01W-0609-10_SOLiD.bam	16106940007	2010-02-26
bcm	TCGA	TCGA-15-1449-10A-01W-0610-10_SOLiD.bam	17630285528	2010-02-25
bcm	TCGA	TCGA-15-1449-01A-01W-0609-10_SOLiD.bam	17328377438	2010-02-25
bcm	TCGA	TCGA-14-1452-10A-01W-0610-10_SOLiD.bam	16886212690	2010-02-25
bcm	TCGA	TCGA-14-1452-01A-01W-0609-10_SOLiD.bam	17433981818	2010-02-25
bcm	TCGA	TCGA-12-1097-10A-01W-0609-10_SOLiD.bam	17215815999	2010-02-25
bcm	TCGA	TCGA-12-1097-01B-01W-0609-10_SOLiD.bam	15903194115	2010-02-25
bcm	TCGA	TCGA-12-1096-10A-01W-0609-10_SOLiD.bam	15755635880	2010-02-25
bcm	TCGA	TCGA-12-1096-01A-01W-0609-10_SOLiD.bam	16845713493	2010-02-25
bcm	TCGA	TCGA-12-1090-10A-01W-0609-10_SOLiD.bam	18481025268	2010-02-25
bcm	TCGA	TCGA-12-1090-01A-01W-0609-10_SOLiD.bam	18213258385	2010-02-25
bcm	TCGA	TCGA-12-0780-10A-01W-0347-10_SOLiD.bam	34915411500	2010-02-25
bcm	TCGA	TCGA-12-0780-01A-01W-0347-10_SOLiD.bam	36086283304	2010-02-25
bcm	TCGA	TCGA-12-0776-10A-01W-0347-10_SOLiD.bam	40050831099	2010-02-25
bcm	TCGA	TCGA-12-0776-01A-01W-0347-10_SOLiD.bam	39434422412	2010-02-24
bcm	TCGA	TCGA-12-0769-10A-01W-0347-10_SOLiD.bam	38044454425	2010-02-24
bcm	TCGA	TCGA-12-0769-01A-01W-0347-10_SOLiD.bam	32718276671	2010-02-24
bcm	TCGA	TCGA-12-0703-10A-01W-0347-10_SOLiD.bam	39131432800	2010-02-24
bcm	TCGA	TCGA-12-0703-01A-02W-0347-10_SOLiD.bam	37494672087	2010-02-23
bi	TCGA	TCGA-25-1329-10A-01W-0492-08.bam	17958602372	2010-02-18
bi	TCGA	TCGA-25-1326-10A-01W-0492-08.bam	22915637429	2010-02-18
bi	TCGA	TCGA-25-1321-10A-01W-0492-08.bam	2703346914	2010-02-18
bi	TCGA	TCGA-25-1320-01A-01W-0492-08.bam	23955025558	2010-02-18
bi	TCGA	TCGA-25-1313-10A-01W-0492-08.bam	22946154490	2010-02-18
bi	TCGA	TCGA-24-1603-10A-01W-0551-08.bam	8748291595	2010-02-18
bi	TCGA	TCGA-24-1603-01A-01W-0551-08.bam	12390483625	2010-02-18
bi	TCGA	TCGA-24-1565-10A-01W-0551-08.bam	15298579484	2010-02-18
bi	TCGA	TCGA-24-1565-01A-01W-0551-08.bam	10247009377	2010-02-18
bi	TCGA	TCGA-24-1564-10A-01W-0551-08.bam	13186458343	2010-02-18
bi	TCGA	TCGA-24-1564-01A-01W-0551-08.bam	13663892993	2010-02-18
bi	TCGA	TCGA-24-1552-10A-01W-0551-08.bam	17677045186	2010-02-18
bi	TCGA	TCGA-06-0648-10A-01D-0507-08.bam	405904921737	2010-02-18
bcm	TCGA	TCGA-06-0208-01A-01D-0374-10_SOLiD.bam	365306065834	2010-02-18
bi	TCGA	TCGA-25-1312-01A-01W-0492-08.bam	8636223932	2010-02-17
bi	TCGA	TCGA-24-1551-10A-01W-0551-08.bam	17027414509	2010-02-17
bi	TCGA	TCGA-24-1551-01A-01W-0551-08.bam	18928036553	2010-02-17
bi	TCGA	TCGA-24-1550-10A-01W-0551-08.bam	15422599355	2010-02-17
bi	TCGA	TCGA-24-1550-01A-01W-0551-08.bam	20577850186	2010-02-17
bi	TCGA	TCGA-24-1474-10A-01W-0551-08.bam	18267854358	2010-02-17
bi	TCGA	TCGA-24-1474-01A-01W-0551-08.bam	20457998661	2010-02-17
bi	TCGA	TCGA-24-1471-10A-01W-0551-08.bam	14402568082	2010-02-17
bi	TCGA	TCGA-24-1471-01A-01W-0551-08.bam	14283410184	2010-02-17
bi	TCGA	TCGA-24-1467-01A-01W-0545-08.bam	18740391913	2010-02-17
bi	TCGA	TCGA-24-1423-10A-01W-0545-08.bam	17972224283	2010-02-17
bi	TCGA	TCGA-24-0975-01B-02W-0486-08.bam	13764983155	2010-02-17
bi	TCGA	TCGA-23-1122-10A-01W-0486-08.bam	20523921883	2010-02-17
bi	TCGA	TCGA-23-1121-10A-01W-0486-08.bam	13541150412	2010-02-17
bi	TCGA	TCGA-23-1121-01A-01W-0486-08.bam	12193426047	2010-02-17
bi	TCGA	TCGA-23-1113-10A-01W-0486-08.bam	21453993096	2010-02-17
bi	TCGA	TCGA-23-1110-01A-01W-0486-08.bam	12491470466	2010-02-17
bi	TCGA	TCGA-23-1031-01A-01W-0486-08.bam	20245606420	2010-02-17
bi	TCGA	TCGA-23-1030-10C-01W-0486-08.bam	13227175174	2010-02-17
bi	TCGA	TCGA-23-1030-01A-02W-0486-08.bam	11481931135	2010-02-17
bi	TCGA	TCGA-23-1027-01A-02W-0486-08.bam	23325378615	2010-02-17
bi	TCGA	TCGA-20-0991-10A-01W-0486-08.bam	1084633056	2010-02-17
bi	TCGA	TCGA-20-0991-01A-03W-0486-08.bam	1498357381	2010-02-17
bi	TCGA	TCGA-20-0987-01A-02W-0486-08.bam	18260382172	2010-02-17
bi	TCGA	TCGA-13-1505-01A-01W-0545-08.bam	14496567365	2010-02-17
bi	TCGA	TCGA-13-1504-01A-01W-0545-08.bam	13867997598	2010-02-17
bi	TCGA	TCGA-13-1501-01A-01W-0545-08.bam	8936742503	2010-02-17
bi	TCGA	TCGA-13-1496-10A-01W-0545-08.bam	17032645629	2010-02-17
bi	TCGA	TCGA-13-1495-10A-01W-0545-08.bam	9943046165	2010-02-17
bi	TCGA	TCGA-13-1410-10A-01W-0493-08.bam	10804195759	2010-02-17
bi	TCGA	TCGA-13-1410-01A-01W-0492-08.bam	16544727196	2010-02-17
bi	TCGA	TCGA-13-0921-01A-01W-0420-08.bam	31858514105	2010-02-17
bi	TCGA	TCGA-13-0916-01A-01W-0420-08.bam	19558260003	2010-02-17
bi	TCGA	TCGA-13-0911-01A-01W-0420-08.bam	16247818859	2010-02-17
bi	TCGA	TCGA-13-0899-10A-01W-0420-08.bam	29105430915	2010-02-17
bi	TCGA	TCGA-13-0886-10A-01W-0420-08.bam	36779233835	2010-02-17
bi	TCGA	TCGA-13-0805-10A-01W-0371-08.bam	22773582728	2010-02-17
bi	TCGA	TCGA-13-0799-01A-01W-0371-08.bam	18136105612	2010-02-17
bi	TCGA	TCGA-13-0797-10A-01W-0371-08.bam	19248220856	2010-02-17
bi	TCGA	TCGA-13-0797-01A-01W-0371-08.bam	15311030297	2010-02-17
bi	TCGA	TCGA-13-0794-10A-01W-0371-08.bam	22472048475	2010-02-17
bi	TCGA	TCGA-13-0766-01A-02W-0371-08.bam	6774324610	2010-02-17
bi	TCGA	TCGA-13-0758-01A-01W-0371-08.bam	18580716080	2010-02-17
bi	TCGA	TCGA-13-0757-10A-01W-0371-08.bam	7301498709	2010-02-17
bi	TCGA	TCGA-09-0367-01A-01W-0371-08.bam	36903664188	2010-02-17
bi	TCGA	TCGA-04-1367-10A-01W-0492-08.bam	16328798450	2010-02-17
bi	TCGA	TCGA-04-1357-11A-01W-0492-08.bam	18452734540	2010-02-17
bi	TCGA	TCGA-04-1356-11A-01W-0492-08.bam	18549217307	2010-02-17
